exercise_name,base_name,main_muscle_clean,muscle_category,equipment_clean,difficulty_level,is_compound,is_priority,is_variation,target_muscles_list,synergist_muscles_list,secondary_muscles_list,stabilizer_muscles_list,execution,preparation
Step-up,step-up,legs,legs,dumbbell,intermediate,True,False,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus', 'gastrocnemius (second leg)']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']","Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.",Stand with dumbbells grasped to sides facing side of bench.
Step-up:  Step Down,step-up,legs,legs,dumbbell,intermediate,True,False,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus', 'gastrocnemius (following leg)']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,"Hold dumbbells in each hand down to sides and stand with one foot on bench. Position foot on bench to side, forward of straight knee."
Deadlift,deadlift,legs,legs,machine,advanced,True,False,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['erector spinae', 'trapezius', 'quadriceps']","['erector spinae', 'trapezius', 'middle', 'trapezius', 'upper', 'levator scapulae', 'rhomboids']","Lift lever by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return weight by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Repeat.",Stand between lever handles to sides. Squat down with feet flat and grasp handles to sides.
"Deadlift:  Stiff-leg Deadlift

Straight-back

",deadlift,legs,legs,machine,advanced,True,False,True,['gluteus maximus'],"['erector spinae', 'adductor magnus', 'hamstrings']","['erector spinae', 'hamstrings']","['quadriceps', 'trapezius', 'middle', 'rhomboids', 'latissimus dorsi', 'trapezius', 'upper', 'levator scapulae', 'trapezius', 'lower']","Bow forward by bending hips. Bend knees slightly during descent and keep waist straight, flexing low back at bottom. With knees slightly bent, raise torso by extending at waist, then hips, gradually extending knees until standing upright. Pull shoulders back slightly if rounded. Repeat.",Stand between lever handles with shoulder width or narrower stance. Squat down and grasp handles to each side. Stand upright with arms straight down to sides.
Leg Presses,leg presses,legs,legs,machine,intermediate,True,True,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'adductors']",[],Flex hips and knees to lower lever until hips are completely flexed. Push platform by extending knees and hips. Repeat.,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.
Leg Presses:  45° Leg Press,leg presses,legs,legs,machine,intermediate,True,True,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'adductors']",[],Flex hips and knees to lower lever until hips are completely flexed. Push platform by extending knees and hips. Repeat.,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.
Leg Presses:  Lying Leg Press,leg presses,legs,legs,machine,intermediate,True,True,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'adductors']",[],Push lever platform away by extending hips and knees until knees are straight. Return lever platform by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Repeat.,Climb up steps to top of machine. Lie supine on horizontal padded platform with shoulders against pad. Place feet equally spaced and slightly high on platform. Grip handles above shoulder pads.
Leg Presses:  Seated Leg Press,leg presses,legs,legs,machine,intermediate,True,True,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'adductors']",[],Push platform(s) away by extending knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.
Lying Hip Extension,lying hip extension,legs,legs,machine,beginner,False,False,False,['gluteus maximus'],['adductor magnus'],"['gluteus maximus', 'hamstrings']",['erector spinae'],Extend hips and knees until legs are straight. Return to original position by flexing hips and knees. Repeat.,Lie on bench with knees legs over pads. Align hip joints with lever fulcrum. Strap hips down with belt. Grasp handles at each side.
Reverse Hyper-extension,reverse hyper-extension,legs,legs,machine,intermediate,False,False,False,['gluteus maximus'],['hamstrings'],"['erector spinae', 'gluteus maximus', 'hamstrings']",['erector spinae'],Raise lever by extending hips as high as possible with legs nearly straight. Lower legs to original position. Repeat.,"Place one leg in strap so it is positioned above ankle. Step up onto step built on side of apparatus with other foot. Lay torso and waist on bench and grasp handles. Place stepping foot inside of strap, just in front of leg already in strap. Position legs side by side. Feet should be above floor with legs hanging straight down."
Single Leg Split Squat,single leg split squat,legs,legs,machine,advanced,True,True,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'lower', 'levator scapulae', 'gluteus medius', 'gluteus minimus']","With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor. Repeat. Continue with opposite leg.",Stand between lever handles to sides. Extend leg back and place top of foot on cross bar. Squat down and grasp handles to sides.
Single Leg Split Squat:  Single Leg Squat,single leg split squat,legs,legs,machine,advanced,True,True,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']","Bend knee forward slightly while allowing hips to bend back behind, keeping back straight and knee pointed same direction of foot. Squat down as low as possible. Extend knee and hip until leg is straight. Return and repeat. Continue with opposite leg.",Stand between handles facing away from fulcrum. Grasp both handles to sides and stand upright. Cross lower leg above knee of supporting leg.
Split Squat,split squat,legs,legs,machine,intermediate,True,True,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'lower', 'levator scapulae', 'gluteus medius', 'gluteus minimus']","With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor and repeat. Continue with opposite leg.",Stand between lever handles to sides. Place forefoot of one foot on floor to rear and other foot slightly forward. Squat down and grasp handles to sides.
Squat,squat,legs,legs,machine,advanced,True,True,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'adductors']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae']","Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend by bending knees and hip until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.",Squat down to place shoulders under padded lever. Place feet shoulder width apart slightly in front of shoulders. Extend knees and hips until legs are straight. Release support lever.
Squat:  Front Squat,squat,legs,legs,machine,advanced,True,True,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'adductors']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae']","Lower lever by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.",Step onto platform facing padded levers. Squat down to place shoulders under padded lever. Place feet shoulder width apart on platform. Extend knees and hips until legs are straight. Release support lever if it does not disengage by itself.
Hip Extensions,hip extensions,legs,legs,machine,beginner,False,False,False,['gluteus maximus'],['adductor magnus'],"['gluteus maximus', 'hamstrings']","['obliques', 'erector spinae', 'quadratus lumborum', 'gluteus medius', 'gluteus minimus']",Push foot lever back by extending hip. Return leg to original position. Repeat. Reposition and continue with opposite leg.,"Step up onto platform. Position belly on wide pad, forearms on padded arm rest, and grip handles. Position bottom of foot on foot lever with lower leg under pad."
Hip Extensions:  Bent-over,hip extensions,legs,legs,machine,beginner,False,False,True,['gluteus maximus'],['adductor magnus'],"['gluteus maximus', 'hamstrings']","['obliques', 'erector spinae', 'quadratus lumborum', 'gluteus medius', 'gluteus minimus']",Push foot lever back by extending hip. Return leg to original position. Repeat. Reposition and continue with opposite leg.,"Step up onto platform. Position belly on wide pad, forearms on padded arm rest, and grip handles. Position bottom of foot on foot lever with lower leg under pad."
Hip Extensions:  Lying,hip extensions,legs,legs,machine,beginner,False,False,True,['gluteus maximus'],['adductor magnus'],"['gluteus maximus', 'hamstrings']",['erector spinae'],Push padded leg bar down until hips are extended. Return and repeat.,"With leg lever positioned in the lower position, lie supine on machine with legs over padded bar. Align hip joints with lever fulcrum. Strap hips down with belt if available. Release leg lever and adjust until leg lever is in upper position. Grasp handles to sides of head."
